y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
02,36,NY,NEW YORK,436,760,16328
02,15,HI,HAWAII,391,790,16974
02,51,VA,VIRGINIA,380,867,19505
02,49,UT,UTAH,338,775,19356
02,26,MI,MICHIGAN,333,630,15379
02,30,MT,MONTANA,332,628,19387
02,27,MN,MINNESOTA,320,578,16593
02,42,PA,PENNSYLVANIA,317,556,12827
02,29,MO,MISSOURI,293,640,12757
02,22,LA,LOUISIANA,277,542,11006
02,39,OH,OHIO,275,518,11320
02,35,NM,NEW MEXICO,268,540,13559
02,17,IL,ILLINOIS,256,468,10188
02,47,TN,TENNESSEE,247,523,12072
02,40,OK,OKLAHOMA,237,606,13969
02,55,WI,WISCONSIN,235,433,10406
02,01,AL,ALABAMA,227,553,10230
02,45,SC,SOUTH CAROLINA,215,465,10281
02,20,KS,KANSAS,198,504,9618
02,24,MD,MARYLAND,195,363,10638
02,56,WY,WYOMING,177,327,10120
02,18,IN,INDIANA,171,339,7654
02,46,SD,SOUTH DAKOTA,152,258,7673
02,38,ND,NORTH DAKOTA,150,298,7320
02,05,AR,ARKANSAS,146,335,7123
02,21,KY,KENTUCKY,144,340,6414
02,25,MA,MASSACHUSETTS,135,257,5489
02,34,NJ,NEW JERSEY,131,223,5482
02,19,IA,IOWA,117,213,6040
02,31,NE,NEBRASKA,99,193,4861
02,28,MS,MISSISSIPPI,99,184,4935
02,23,ME,MAINE,98,187,4154
02,09,CT,CONNECTICUT,80,122,2864
02,33,NH,NEW HAMPSHIRE,73,116,3088
02,54,WV,WEST VIRGINIA,53,98,2694
02,11,DC,DISTRICT OF COLUMBIA,52,72,2835
02,50,VT,VERMONT,40,61,2125
02,10,DE,DELAWARE,25,51,1510
02,44,RI,RHODE ISLAND,21,43,873
04,96,AZ,AZ Total Migration US and Foreign,91135,175887,4426745
04,97,AZ,AZ Total Migration US,88221,169664,4283129
04,98,AZ,AZ Total Migration Foreign,2914,6223,143617
04,04,AZ,AZ Non-migrants,2121852,4832574,123282304
04,06,CA,CALIFORNIA,18138,34588,886444
04,48,TX,TEXAS,7770,16088,395153
04,08,CO,COLORADO,4572,8884,293938
04,53,WA,WASHINGTON,4438,8369,217924
04,12,FL,FLORIDA,4041,6958,196121
04,32,NV,NEVADA,3520,7004,180091
04,35,NM,NEW MEXICO,3251,7358,121239
04,17,IL,ILLINOIS,2958,5246,139822
04,57,FR,Foreign,2914,6223,143617
04,41,OR,OREGON,2538,4667,113795
04,49,UT,UTAH,2388,5519,98985
04,36,NY,NEW YORK,2233,3585,131196
04,26,MI,MICHIGAN,2218,3996,87893
04,39,OH,OHIO,1782,3309,83974
04,37,NC,NORTH CAROLINA,1704,3426,83332
04,27,MN,MINNESOTA,1665,2943,88683
04,13,GA,GEORGIA,1637,3107,79332
04,51,VA,VIRGINIA,1593,3211,94597
04,42,PA,PENNSYLVANIA,1438,2584,69042
04,55,WI,WISCONSIN,1409,2442,70262
04,29,MO,MISSOURI,1288,2461,56910
04,16,ID,IDAHO,1102,2435,49929
04,18,IN,INDIANA,1088,2068,46919
04,47,TN,TENNESSEE,1083,2212,30158
04,40,OK,OKLAHOMA,1025,2123,42021
04,20,KS,KANSAS,945,1956,38461
04,19,IA,IOWA,900,1667,40291
04,24,MD,MARYLAND,832,1571,43842
04,34,NJ,NEW JERSEY,822,1413,39476
04,15,HI,HAWAII,809,1526,35430
04,25,MA,MASSACHUSETTS,793,1308,41270
04,30,MT,MONTANA,749,1354,32242
04,31,NE,NEBRASKA,722,1391,31003
04,45,SC,SOUTH CAROLINA,633,1293,32059
04,02,AK,ALASKA,589,1063,30166
04,22,LA,LOUISIANA,585,1186,25056
04,56,WY,WYOMING,566,1104,24607
04,05,AR,ARKANSAS,536,1101,22324
04,38,ND,NORTH DAKOTA,530,1025,28326
04,21,KY,KENTUCKY,515,1037,22792
04,01,AL,ALABAMA,515,1054,29965
04,46,SD,SOUTH DAKOTA,466,845,20261
04,09,CT,CONNECTICUT,417,693,28351
04,28,MS,MISSISSIPPI,273,532,10430
04,33,NH,NEW HAMPSHIRE,247,429,10056
04,23,ME,MAINE,214,389,8767
04,11,DC,DISTRICT OF COLUMBIA,179,241,8251
04,54,WV,WEST VIRGINIA,161,289,6292
04,44,RI,RHODE ISLAND,120,227,5071
04,50,VT,VERMONT,114,184,4850
04,10,DE,DELAWARE,110,203,5727
05,96,AR,AR Total Migration US and Foreign,33258,67366,1426549
05,97,AR,AR Total Migration US,32742,66354,1404757
05,98,AR,AR Total Migration Foreign,516,1012,21793
05,05,AR,AR Non-migrants,944195,2141981,50556605
05,48,TX,TEXAS,6654,13618,316301
05,40,OK,OKLAHOMA,2909,6434,105972
05,29,MO,MISSOURI,2642,5533,91144
05,47,TN,TENNESSEE,2045,3986,79921
05,12,FL,FLORIDA,2009,3583,102245
05,06,CA,CALIFORNIA,1710,3271,62789
05,22,LA,LOUISIANA,1351,2835,54211
05,28,MS,MISSISSIPPI,1061,2261,37834
05,17,IL,ILLINOIS,995,1951,41163
05,13,GA,GEORGIA,977,1988,46682
05,08,CO,COLORADO,656,1328,34172
05,37,NC,NORTH CAROLINA,633,1316,25762
05,20,KS,KANSAS,603,1258,20194
05,04,AZ,ARIZONA,576,1114,20415
05,57,FR,Foreign,516,1012,21793
05,01,AL,ALABAMA,507,1080,26362
05,26,MI,MICHIGAN,497,1002,17517
05,51,VA,VIRGINIA,495,934,22439
05,53,WA,WASHINGTON,463,946,20974
05,39,OH,OHIO,449,947,24755
05,36,NY,NEW YORK,442,800,17517
05,18,IN,INDIANA,427,889,15332
05,42,PA,PENNSYLVANIA,392,772,23053
05,21,KY,KENTUCKY,347,771,15159
05,55,WI,WISCONSIN,325,635,13950
05,27,MN,MINNESOTA,321,653,16611
05,45,SC,SOUTH CAROLINA,299,602,12254
05,32,NV,NEVADA,282,541,12430
05,19,IA,IOWA,251,521,9347
05,41,OR,OREGON,219,421,7704
05,35,NM,NEW MEXICO,218,420,8282
05,24,MD,MARYLAND,216,400,10307
05,31,NE,NEBRASKA,201,427,7370
05,34,NJ,NEW JERSEY,186,347,17661
05,49,UT,UTAH,146,336,7375
05,25,MA,MASSACHUSETTS,136,236,13336
05,02,AK,ALASKA,134,278,4863
05,56,WY,WYOMING,110,220,4794
05,16,ID,IDAHO,103,225,3574
05,15,HI,HAWAII,99,198,3543
05,54,WV,WEST VIRGINIA,91,180,3809
05,38,ND,NORTH DAKOTA,91,202,5372
05,30,MT,MONTANA,90,205,3459
05,46,SD,SOUTH DAKOTA,85,170,2861
05,09,CT,CONNECTICUT,75,142,4940
05,23,ME,MAINE,45,74,1588
05,11,DC,DISTRICT OF COLUMBIA,44,61,2207
05,10,DE,DELAWARE,43,87,1570
05,33,NH,NEW HAMPSHIRE,41,73,2236
05,44,RI,RHODE ISLAND,32,60,1043
05,50,VT,VERMONT,19,23,361
06,96,CA,CA Total Migration US and Foreign,266673,496085,15556716
06,97,CA,CA Total Migration US,252373,468496,14519801
06,98,CA,CA Total Migration Foreign,14300,27589,1036914
06,06,CA,CA Non-migrants,13084530,30080010,949129595
06,48,TX,TEXAS,27381,55278,1693828
06,32,NV,NEVADA,19313,36506,972459
06,04,AZ,ARIZONA,18897,37085,946689
06,53,WA,WASHINGTON,17062,33005,1111687
06,12,FL,FLORIDA,14514,24087,906197
06,57,FR,Foreign,14300,27589,1036914
06,36,NY,NEW YORK,13473,19106,1030492
06,41,OR,OREGON,12838,23290,657897
06,08,CO,COLORADO,10183,18620,624790
06,17,IL,ILLINOIS,7870,13675,448842
06,51,VA,VIRGINIA,7413,14976,498076
06,13,GA,GEORGIA,7194,13146,343534
06,37,NC,NORTH CAROLINA,6222,12659,350812
06,15,HI,HAWAII,5567,10139,323572
06,49,UT,UTAH,5030,11016,280410
06,25,MA,MASSACHUSETTS,4886,7532,335713
06,42,PA,PENNSYLVANIA,4553,7627,285508
06,26,MI,MICHIGAN,4383,7750,236032
06,39,OH,OHIO,4011,7143,224542
06,34,NJ,NEW JERSEY,3994,7131,330299
06,24,MD,MARYLAND,3839,6875,244777
06,16,ID,IDAHO,3790,7770,189646
06,47,TN,TENNESSEE,3608,6896,187880
06,29,MO,MISSOURI,3525,6571,166663
06,27,MN,MINNESOTA,3132,5707,169864
06,40,OK,OKLAHOMA,3089,6359,120680
06,35,NM,NEW MEXICO,2875,5368,143522
06,18,IN,INDIANA,2657,5216,139191
06,22,LA,LOUISIANA,2477,4495,113051
06,55,WI,WISCONSIN,2414,4469,127680
06,20,KS,KANSAS,2195,4425,83500
06,45,SC,SOUTH CAROLINA,2123,4095,108042
06,05,AR,ARKANSAS,1976,4095,77038
06,09,CT,CONNECTICUT,1885,3187,153717
06,01,AL,ALABAMA,1701,3451,80533
06,19,IA,IOWA,1689,3431,67249
06,30,MT,MONTANA,1671,3138,89956
06,02,AK,ALASKA,1619,3070,58351
06,21,KY,KENTUCKY,1539,2950,68411
06,11,DC,DISTRICT OF COLUMBIA,1483,1837,89725
06,31,NE,NEBRASKA,1374,2878,59369
06,28,MS,MISSISSIPPI,1154,2257,50700
06,56,WY,WYOMING,1008,1830,72841
06,33,NH,NEW HAMPSHIRE,817,1338,52670
06,46,SD,SOUTH DAKOTA,793,1449,42966
06,38,ND,NORTH DAKOTA,710,1363,26348
06,23,ME,MAINE,630,1038,34472
06,44,RI,RHODE ISLAND,605,1146,37016
06,50,VT,VERMONT,408,616,19025
06,10,DE,DELAWARE,406,712,28451
06,54,WV,WEST VIRGINIA,397,693,15090
08,96,CO,CO Total Migration US and Foreign,77566,149540,4144907
08,97,CO,CO Total Migration US,75396,144925,4014705
08,98,CO,CO Total Migration Foreign,2170,4615,130202
08,08,CO,CO Non-migrants,1795419,3943762,130572239
08,06,CA,CALIFORNIA,8999,16571,488695
08,48,TX,TEXAS,8638,18240,501745
08,12,FL,FLORIDA,4678,8487,278661
08,04,AZ,ARIZONA,4405,8530,241555
08,53,WA,WASHINGTON,2656,5064,154665
08,57,FR,Foreign,2170,4615,130202
08,35,NM,NEW MEXICO,2157,4301,90016
08,17,IL,ILLINOIS,2038,3576,96854
08,56,WY,WYOMING,1993,3802,97867
08,36,NY,NEW YORK,1930,3076,115512
08,51,VA,VIRGINIA,1862,3911,114885
08,13,GA,GEORGIA,1747,3519,83695
08,20,KS,KANSAS,1726,3532,74309
08,37,NC,NORTH CAROLINA,1680,3379,83555
08,41,OR,OREGON,1668,2890,81590
08,49,UT,UTAH,1644,3766,99545
08,32,NV,NEVADA,1624,2988,78768
08,29,MO,MISSOURI,1510,2961,67549
08,40,OK,OKLAHOMA,1498,3149,71677
08,26,MI,MICHIGAN,1470,2663,74348
08,31,NE,NEBRASKA,1467,2918,61303
08,39,OH,OHIO,1388,2590,74854
08,27,MN,MINNESOTA,1368,2414,75139
08,42,PA,PENNSYLVANIA,1347,2338,85216
08,47,TN,TENNESSEE,1043,2081,52270
08,55,WI,WISCONSIN,1023,1844,46074
08,19,IA,IOWA,986,1821,44499
08,25,MA,MASSACHUSETTS,891,1426,50376
08,24,MD,MARYLAND,879,1731,57511
08,30,MT,MONTANA,871,1597,40434
08,15,HI,HAWAII,817,1626,37283
08,18,IN,INDIANA,810,1538,39141
08,16,ID,IDAHO,739,1582,36741
08,22,LA,LOUISIANA,721,1483,46106
08,45,SC,SOUTH CAROLINA,715,1407,36232
08,38,ND,NORTH DAKOTA,654,1343,38178
08,46,SD,SOUTH DAKOTA,642,1159,28474
08,01,AL,ALABAMA,624,1335,37114
08,34,NJ,NEW JERSEY,623,1169,42762
08,02,AK,ALASKA,589,1156,25889
08,05,AR,ARKANSAS,567,1144,25875
08,21,KY,KENTUCKY,524,1138,23280
08,28,MS,MISSISSIPPI,433,778,17318
08,09,CT,CONNECTICUT,390,661,31635
08,33,NH,NEW HAMPSHIRE,306,498,14632
08,23,ME,MAINE,259,442,11160
08,11,DC,DISTRICT OF COLUMBIA,251,346,14005
08,50,VT,VERMONT,178,274,6779
08,54,WV,WEST VIRGINIA,154,307,6567
08,44,RI,RHODE ISLAND,118,207,7888
08,10,DE,DELAWARE,96,167,4476
09,96,CT,CT Total Migration US and Foreign,46576,79787,5188463
09,97,CT,CT Total Migration US,44807,76481,4986716
09,98,CT,CT Total Migration Foreign,1769,3306,201747
09,09,CT,CT Non-migrants,1367856,2870405,133130211
09,36,NY,NEW YORK,8462,12979,1074969
09,12,FL,FLORIDA,6475,11437,1612598
09,25,MA,MASSACHUSETTS,4924,7767,329041
09,06,CA,CALIFORNIA,2554,4242,254122
09,34,NJ,NEW JERSEY,1965,3471,148798
09,57,FR,Foreign,1769,3306,201747
09,48,TX,TEXAS,1729,3196,157148
09,37,NC,NORTH CAROLINA,1698,3347,136296
09,42,PA,PENNSYLVANIA,1559,2766,105768
09,51,VA,VIRGINIA,1413,2667,141667
09,44,RI,RHODE ISLAND,1260,2051,86223
09,13,GA,GEORGIA,1246,2292,76063
09,45,SC,SOUTH CAROLINA,1011,1891,82052
09,24,MD,MARYLAND,839,1435,57612
09,17,IL,ILLINOIS,814,1471,87153
09,33,NH,NEW HAMPSHIRE,705,1214,60376
09,23,ME,MAINE,631,1109,36899
09,04,AZ,ARIZONA,630,1108,68527
09,08,CO,COLORADO,601,990,60016
09,39,OH,OHIO,541,1053,42074
09,53,WA,WASHINGTON,512,987,43876
09,50,VT,VERMONT,495,774,27928
09,26,MI,MICHIGAN,428,741,29821
09,47,TN,TENNESSEE,424,769,29855
09,11,DC,DISTRICT OF COLUMBIA,305,352,16788
09,27,MN,MINNESOTA,267,491,19315
09,18,IN,INDIANA,263,493,17809
09,32,NV,NEVADA,242,412,18546
09,15,HI,HAWAII,229,371,12380
09,55,WI,WISCONSIN,227,446,16269
09,29,MO,MISSOURI,224,410,15656
09,01,AL,ALABAMA,224,451,10054
09,41,OR,OREGON,203,344,12353
09,22,LA,LOUISIANA,184,299,-954
09,21,KY,KENTUCKY,178,323,12813
09,49,UT,UTAH,150,286,16456
09,10,DE,DELAWARE,148,240,8294
09,19,IA,IOWA,118,221,6396
09,35,NM,NEW MEXICO,110,166,7418
09,40,OK,OKLAHOMA,104,200,8148
09,20,KS,KANSAS,102,186,5890
09,02,AK,ALASKA,93,135,3829
09,28,MS,MISSISSIPPI,86,138,5531
09,05,AR,ARKANSAS,74,147,5080
09,54,WV,WEST VIRGINIA,71,111,3421
09,30,MT,MONTANA,61,91,3210
09,31,NE,NEBRASKA,57,123,4305
09,56,WY,WYOMING,50,78,2472
09,46,SD,SOUTH DAKOTA,48,79,1975
09,16,ID,IDAHO,44,86,3397
09,38,ND,NORTH DAKOTA,29,45,983
10,96,DE,DE Total Migration US and Foreign,15487,28145,905176
10,97,DE,DE Total Migration US,15062,27337,880842
10,98,DE,DE Total Migration Foreign,425,808,24333
10,10,DE,DE Non-migrants,335499,711607,21758217
10,42,PA,PENNSYLVANIA,3405,6254,196008
10,24,MD,MARYLAND,2306,4229,98426
10,12,FL,FLORIDA,1357,2321,95828
10,34,NJ,NEW JERSEY,1225,2107,76774
10,36,NY,NEW YORK,974,1518,80661
10,51,VA,VIRGINIA,736,1395,42478
10,48,TX,TEXAS,541,1066,31010
10,37,NC,NORTH CAROLINA,523,962,28701
10,13,GA,GEORGIA,484,885,18878
10,06,CA,CALIFORNIA,461,761,25766
10,57,FR,Foreign,425,808,24333
10,45,SC,SOUTH CAROLINA,239,489,15526
10,17,IL,ILLINOIS,201,406,17379
10,39,OH,OHIO,185,377,10565
10,25,MA,MASSACHUSETTS,175,292,14614
10,04,AZ,ARIZONA,147,286,9016
10,47,TN,TENNESSEE,131,257,9605
10,55,WI,WISCONSIN,131,431,4291
10,09,CT,CONNECTICUT,128,211,9700
10,08,CO,COLORADO,119,202,5445
10,53,WA,WASHINGTON,118,197,6420
10,26,MI,MICHIGAN,108,205,5059
10,11,DC,DISTRICT OF COLUMBIA,101,129,12870
10,54,WV,WEST VIRGINIA,79,130,2895
10,29,MO,MISSOURI,76,138,3343
10,21,KY,KENTUCKY,75,134,3132
10,18,IN,INDIANA,75,131,3237
10,01,AL,ALABAMA,74,183,4034
10,22,LA,LOUISIANA,67,120,3242
10,15,HI,HAWAII,62,114,6084
10,32,NV,NEVADA,61,103,2779
10,27,MN,MINNESOTA,54,111,2883
10,23,ME,MAINE,49,92,3826
10,19,IA,IOWA,47,89,3210
10,33,NH,NEW HAMPSHIRE,46,86,3368
10,46,SD,SOUTH DAKOTA,43,46,366
10,40,OK,OKLAHOMA,42,97,2379
10,28,MS,MISSISSIPPI,42,78,2837
10,49,UT,UTAH,40,84,1756
10,35,NM,NEW MEXICO,40,84,1868
10,20,KS,KANSAS,38,68,1318
10,05,AR,ARKANSAS,37,86,1388
10,41,OR,OREGON,36,52,2839
10,02,AK,ALASKA,32,60,1536
10,50,VT,VERMONT,28,41,2060
10,56,WY,WYOMING,26,46,1432
10,44,RI,RHODE ISLAND,23,32,661
10,31,NE,NEBRASKA,21,49,1056
10,38,ND,NORTH DAKOTA,19,33,676
10,16,ID,IDAHO,18,44,1066
10,30,MT,MONTANA,17,26,551
11,96,DC,DC Total Migration US and Foreign,28683,42957,2060569
11,97,DC,DC Total Migration US,27750,41454,1987764
11,98,DC,DC Total Migration Foreign,933,1503,72804
11,11,DC,DC Non-migrants,237523,399121,21449487
11,24,MD,MARYLAND,9434,16752,562529
11,51,VA,VIRGINIA,4861,6983,405580
11,36,NY,NEW YORK,2010,2425,154969
11,06,CA,CALIFORNIA,1749,2235,171675
11,12,FL,FLORIDA,969,1301,102811
11,57,FR,Foreign,933,1503,72804
11,48,TX,TEXAS,798,1149,55132
11,42,PA,PENNSYLVANIA,775,940,45109
11,25,MA,MASSACHUSETTS,738,900,49132
11,37,NC,NORTH CAROLINA,696,1055,46078
11,17,IL,ILLINOIS,686,825,54795
11,13,GA,GEORGIA,500,669,26985
11,34,NJ,NEW JERSEY,440,553,30869
11,08,CO,COLORADO,303,406,22517
11,53,WA,WASHINGTON,293,435,24404
11,39,OH,OHIO,279,376,21539
11,26,MI,MICHIGAN,272,362,13823
11,45,SC,SOUTH CAROLINA,200,299,10943
11,09,CT,CONNECTICUT,198,257,14015
11,47,TN,TENNESSEE,181,257,11940
11,27,MN,MINNESOTA,164,207,10486
11,55,WI,WISCONSIN,154,191,13003
11,22,LA,LOUISIANA,151,200,8277
11,41,OR,OREGON,148,188,8234
11,04,AZ,ARIZONA,148,219,10044
11,29,MO,MISSOURI,125,167,7769
11,18,IN,INDIANA,125,154,7560
11,01,AL,ALABAMA,115,164,6765
11,10,DE,DELAWARE,110,157,9638
11,32,NV,NEVADA,89,114,4354
11,21,KY,KENTUCKY,88,120,5268
11,23,ME,MAINE,77,107,7059
11,33,NH,NEW HAMPSHIRE,66,84,5171
11,35,NM,NEW MEXICO,65,95,7639
11,15,HI,HAWAII,65,105,5179
11,54,WV,WEST VIRGINIA,64,106,4987
11,50,VT,VERMONT,59,84,3182
11,05,AR,ARKANSAS,58,86,4383
11,44,RI,RHODE ISLAND,57,87,4073
11,28,MS,MISSISSIPPI,57,83,2873
11,02,AK,ALASKA,54,79,2752
11,40,OK,OKLAHOMA,51,78,2850
11,19,IA,IOWA,46,58,2274
11,20,KS,KANSAS,43,70,3584
11,49,UT,UTAH,41,66,2830
11,16,ID,IDAHO,31,53,3731
11,30,MT,MONTANA,29,36,2381
11,31,NE,NEBRASKA,28,38,1536
11,56,WY,WYOMING,23,30,2799
11,46,SD,SOUTH DAKOTA,21,28,1403
11,38,ND,NORTH DAKOTA,16,21,839
12,96,FL,FL Total Migration US and Foreign,313337,516554,13296903
12,97,FL,FL Total Migration US,302232,497242,12836682
12,98,FL,FL Total Migration Foreign,11105,19312,460221
12,12,FL,FL Non-migrants,6986744,14152056,406073818
12,48,TX,TEXAS,32967,49423,1192975
12,13,GA,GEORGIA,29485,50078,1159003
12,36,NY,NEW YORK,25658,39186,1104420
12,06,CA,CALIFORNIA,16879,27248,1003032
12,37,NC,NORTH CAROLINA,15361,27926,635009
12,57,FR,Foreign,11105,19312,460221
12,51,VA,VIRGINIA,11067,20537,523022
12,47,TN,TENNESSEE,10746,18466,446636
12,34,NJ,NEW JERSEY,10383,16836,485151
12,42,PA,PENNSYLVANIA,10361,17396,467023
12,39,OH,OHIO,9676,16449,423470
12,26,MI,MICHIGAN,8764,14676,328860
12,17,IL,ILLINOIS,8141,13309,390866
12,01,AL,ALABAMA,8039,14729,279695
12,25,MA,MASSACHUSETTS,7851,12766,355901
12,45,SC,SOUTH CAROLINA,7305,12670,339070
12,32,NV,NEVADA,6185,7898,196816
12,24,MD,MARYLAND,6006,10162,293042
12,53,WA,WASHINGTON,5651,8764,230903
12,08,CO,COLORADO,5502,9472,271324
12,18,IN,INDIANA,5178,9163,209090
12,04,AZ,ARIZONA,4509,7209,207969
12,09,CT,CONNECTICUT,4153,6877,250325
12,22,LA,LOUISIANA,4069,7002,157489
12,21,KY,KENTUCKY,3824,6874,142542
12,29,MO,MISSOURI,3457,5995,151933
12,55,WI,WISCONSIN,3053,5108,134722
12,56,WY,WYOMING,2960,3289,105934
12,28,MS,MISSISSIPPI,2783,4814,91982
12,27,MN,MINNESOTA,2487,4144,130777
12,33,NH,NEW HAMPSHIRE,2277,3410,93563
12,40,OK,OKLAHOMA,2195,3970,76355
12,46,SD,SOUTH DAKOTA,2143,2469,58538
12,05,AR,ARKANSAS,1847,3313,74652
12,54,WV,WEST VIRGINIA,1842,3032,57232
12,20,KS,KANSAS,1794,3336,75659
12,23,ME,MAINE,1766,2917,74483
12,02,AK,ALASKA,1699,2424,53449
12,41,OR,OREGON,1672,2670,70309
12,15,HI,HAWAII,1467,2746,61379
12,44,RI,RHODE ISLAND,1414,2339,63512
12,19,IA,IOWA,1357,2312,39701
12,35,NM,NEW MEXICO,1337,2284,54097
12,49,UT,UTAH,1185,2279,61297
12,11,DC,DISTRICT OF COLUMBIA,1136,1448,34719
12,31,NE,NEBRASKA,1041,1826,48795
12,10,DE,DELAWARE,981,1660,37449
12,50,VT,VERMONT,784,1239,28392
12,16,ID,IDAHO,631,1079,24694
12,38,ND,NORTH DAKOTA,582,1040,17921
12,30,MT,MONTANA,582,983,21504
13,96,GA,GA Total Migration US and Foreign,145605,280651,6353407
13,97,GA,GA Total Migration US,142111,273335,6154905
13,98,GA,GA Total Migration Foreign,3494,7316,198502
13,13,GA,GA Non-migrants,3297861,7445935,187425957
13,12,FL,FLORIDA,26495,47184,1187484
13,48,TX,TEXAS,11516,23454,517332
13,01,AL,ALABAMA,9726,19988,334270
13,37,NC,NORTH CAROLINA,9146,18228,394913
13,45,SC,SOUTH CAROLINA,8710,17839,362632
13,47,TN,TENNESSEE,7887,15553,335252
13,06,CA,CALIFORNIA,7785,14276,390351
13,36,NY,NEW YORK,6011,10623,230619
13,51,VA,VIRGINIA,5001,10100,253478
13,57,FR,Foreign,3494,7316,198502
13,17,IL,ILLINOIS,3396,6479,158467
13,39,OH,OHIO,3273,6204,150640
13,26,MI,MICHIGAN,2809,5105,89939
13,42,PA,PENNSYLVANIA,2799,5135,120806
13,22,LA,LOUISIANA,2735,5593,97310
13,24,MD,MARYLAND,2691,4998,126745
13,08,CO,COLORADO,2253,4370,114720
13,34,NJ,NEW JERSEY,2247,3982,103336
13,53,WA,WASHINGTON,2238,4846,106446
13,28,MS,MISSISSIPPI,2069,4191,70200
13,21,KY,KENTUCKY,1781,3811,69163
13,04,AZ,ARIZONA,1720,3312,81090
13,18,IN,INDIANA,1698,3371,71867
13,29,MO,MISSOURI,1508,3148,64912
13,25,MA,MASSACHUSETTS,1431,2501,73728
13,40,OK,OKLAHOMA,1124,2522,43572
13,32,NV,NEVADA,1060,1805,38555
13,20,KS,KANSAS,988,2272,42703
13,27,MN,MINNESOTA,969,1821,41083
13,05,AR,ARKANSAS,969,1977,41002
13,55,WI,WISCONSIN,956,1839,50305
13,09,CT,CONNECTICUT,892,1655,44656
13,15,HI,HAWAII,737,1657,31305
13,41,OR,OREGON,693,1232,34973
13,11,DC,DISTRICT OF COLUMBIA,600,816,28244
13,02,AK,ALASKA,587,1202,21639
13,19,IA,IOWA,566,1170,23691
13,49,UT,UTAH,561,1176,25265
13,54,WV,WEST VIRGINIA,474,914,19215
13,35,NM,NEW MEXICO,467,885,17773
13,10,DE,DELAWARE,439,807,16111
13,56,WY,WYOMING,412,573,15646
13,46,SD,SOUTH DAKOTA,408,579,14840
