y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
02,55,WI,Wisconsin,171,269,9016
02,35,NM,New Mexico,170,359,9437
02,45,SC,South Carolina,169,401,9384
02,22,LA,Louisiana,161,378,8373
02,20,KS,Kansas,156,430,9232
02,24,MD,Maryland,128,251,9011
02,25,MA,Massachusetts,124,217,5876
02,21,KY,Kentucky,123,265,6410
02,34,NJ,New Jersey,113,213,6011
02,18,IN,Indiana,112,191,6027
02,05,AR,Arkansas,95,219,5815
02,56,WY,Wyoming,95,203,7061
02,28,MS,Mississippi,89,185,4356
02,46,SD,South Dakota,84,171,4630
02,38,ND,North Dakota,84,173,5897
02,23,ME,Maine,78,159,3615
02,19,IA,Iowa,71,133,4853
02,31,NE,Nebraska,68,128,3287
02,09,CT,Connecticut,68,120,4687
02,33,NH,New Hampshire,47,78,2602
02,54,WV,West Virginia,34,82,1541
02,50,VT,Vermont,31,45,1584
02,10,DE,Delaware,29,80,1238
02,11,DC,District Of Columbia,24,40,2967
02,44,RI,Rhode Island,19,36,1221
04,96,AZ,AZ Total Migration-US and Foreign,134047,250088,11525589
04,97,AZ,AZ Total Migration-US,132933,247624,11466092
04,98,AZ,AZ Total Migration-Foreign,1114,2464,59498
04,97,AZ,AZ Total Migration-Same State,49233,96319,2698948
04,04,AZ,AZ Non-migrants,2469417,5319756,191353871
04,06,CA,California,33571,63098,2995529
04,53,WA,Washington,8024,15066,773053
04,48,TX,Texas,7958,15701,706455
04,08,CO,Colorado,6901,12782,579791
04,17,IL,Illinois,6810,12501,757088
04,12,FL,Florida,4513,7851,358625
04,32,NV,Nevada,4235,7765,280531
04,41,OR,Oregon,4035,7190,358444
04,36,NY,New York,3555,5929,319330
04,35,NM,New Mexico,3492,6946,261118
04,27,MN,Minnesota,3330,5890,358182
04,49,UT,Utah,3183,6918,209141
04,26,MI,Michigan,3005,5377,215215
04,55,WI,Wisconsin,2752,5037,205630
04,39,OH,Ohio,2645,4721,209484
04,42,PA,Pennsylvania,2034,3502,241019
04,51,VA,Virginia,1982,3911,205108
04,37,NC,North Carolina,1974,3841,140965
04,18,IN,Indiana,1938,3608,134567
04,29,MO,Missouri,1906,3565,129976
04,13,GA,Georgia,1837,3469,134409
04,16,ID,Idaho,1565,3155,98735
04,19,IA,Iowa,1526,2684,110965
04,34,NJ,New Jersey,1435,2545,166120
04,47,TN,Tennessee,1412,2657,108083
04,25,MA,Massachusetts,1267,2038,157654
04,30,MT,Montana,1157,1982,75293
04,31,NE,Nebraska,1128,2121,104994
04,57,FR,Foreign,1114,2464,59498
04,15,HI,Hawaii,1114,2189,70036
04,20,KS,Kansas,1108,2128,93375
04,24,MD,Maryland,1095,1915,93579
04,40,OK,Oklahoma,1029,2022,58026
04,02,AK,Alaska,978,1882,81178
04,46,SD,South Dakota,877,1558,62805
04,38,ND,North Dakota,846,1616,64745
04,45,SC,South Carolina,827,1689,54538
04,09,CT,Connecticut,769,1307,120607
04,56,WY,Wyoming,706,1290,58030
04,22,LA,Louisiana,636,1213,38273
04,21,KY,Kentucky,627,1238,59965
04,05,AR,Arkansas,565,1123,32769
04,01,AL,Alabama,547,1028,32256
04,33,NH,New Hampshire,382,616,31302
04,28,MS,Mississippi,350,701,20833
04,23,ME,Maine,340,597,20122
04,11,DC,District Of Columbia,214,291,26909
04,54,WV,West Virginia,196,381,9465
04,44,RI,Rhode Island,195,314,13664
04,50,VT,Vermont,183,324,14573
04,10,DE,Delaware,179,352,13539
05,96,AR,AR Total Migration-US and Foreign,34274,70245,2044056
05,97,AR,AR Total Migration-US,33993,69579,2030829
05,98,AR,AR Total Migration-Foreign,281,666,13226
05,97,AR,AR Total Migration-Same State,44615,91770,1989185
05,05,AR,AR Non-migrants,953477,2136698,65505353
05,48,TX,Texas,6502,13120,397787
05,29,MO,Missouri,3115,6495,149617
05,40,OK,Oklahoma,2663,5562,113836
05,06,CA,California,2455,5209,184105
05,47,TN,Tennessee,1766,3566,97416
05,12,FL,Florida,1563,3094,86859
05,22,LA,Louisiana,1354,2763,68750
05,17,IL,Illinois,1201,2370,83955
05,08,CO,Colorado,1029,1960,62642
05,28,MS,Mississippi,994,2046,53080
05,13,GA,Georgia,787,1677,46547
05,20,KS,Kansas,781,1555,47538
05,04,AZ,Arizona,731,1455,44220
05,37,NC,North Carolina,581,1231,36400
05,53,WA,Washington,537,1114,34403
05,51,VA,Virginia,527,1067,40630
05,36,NY,New York,487,943,34533
05,26,MI,Michigan,471,1059,32748
05,39,OH,Ohio,463,956,34640
05,18,IN,Indiana,439,917,26016
05,01,AL,Alabama,416,871,26146
05,55,WI,Wisconsin,391,793,29008
05,19,IA,Iowa,379,756,21925
05,32,NV,Nevada,343,727,17931
05,42,PA,Pennsylvania,342,625,22569
05,27,MN,Minnesota,336,723,21939
05,41,OR,Oregon,297,604,14032
05,45,SC,South Carolina,285,562,18178
05,21,KY,Kentucky,283,582,16262
05,57,FR,Foreign,281,666,13226
05,31,NE,Nebraska,244,533,17221
05,49,UT,Utah,240,582,13743
05,35,NM,New Mexico,240,556,12787
05,34,NJ,New Jersey,236,413,20528
05,24,MD,Maryland,191,350,11810
05,25,MA,Massachusetts,175,310,24741
05,15,HI,Hawaii,137,340,5683
05,16,ID,Idaho,135,350,6434
05,56,WY,Wyoming,112,226,7230
05,02,AK,Alaska,103,240,5747
05,30,MT,Montana,102,168,3547
05,38,ND,North Dakota,96,228,5893
05,09,CT,Connecticut,93,164,7817
05,46,SD,South Dakota,86,181,5224
05,54,WV,West Virginia,76,147,3684
05,33,NH,New Hampshire,51,101,3834
05,23,ME,Maine,41,92,1719
05,11,DC,District Of Columbia,41,55,5205
05,10,DE,Delaware,37,71,2441
05,44,RI,Rhode Island,23,46,1234
05,50,VT,Vermont,16,24,598
06,96,CA,CA Total Migration-US and Foreign,253707,423662,20911731
06,97,CA,CA Total Migration-US,248447,412714,20637616
06,98,CA,CA Total Migration-Foreign,5260,10948,274115
06,97,CA,CA Total Migration-Same State,531460,951125,47466063
06,06,CA,CA Non-migrants,14346465,30716192,1463562594
06,36,NY,New York,23305,32483,3021118
06,48,TX,Texas,21571,38445,1714877
06,53,WA,Washington,16548,28578,1545348
06,04,AZ,Arizona,14675,25326,935512
06,32,NV,Nevada,14070,24827,794826
06,12,FL,Florida,13228,21855,990710
06,17,IL,Illinois,11131,17548,1134917
06,41,OR,Oregon,9828,15708,710918
06,08,CO,Colorado,9111,14782,740399
06,51,VA,Virginia,8582,16081,692460
06,25,MA,Massachusetts,7917,11116,831767
06,34,NJ,New Jersey,6660,10924,807240
06,42,PA,Pennsylvania,6279,9317,533955
06,13,GA,Georgia,6238,10794,430386
06,37,NC,North Carolina,6202,11225,445738
06,57,FR,Foreign,5260,10948,274115
06,15,HI,Hawaii,5065,9189,310932
06,26,MI,Michigan,5003,7979,376667
06,24,MD,Maryland,4946,8072,410417
06,39,OH,Ohio,4919,7835,407482
06,49,UT,Utah,4304,8096,320192
06,27,MN,Minnesota,3533,5555,364945
06,47,TN,Tennessee,3348,5788,313122
06,29,MO,Missouri,3259,5560,195771
06,18,IN,Indiana,2893,4641,176548
06,55,WI,Wisconsin,2770,4440,210148
06,09,CT,Connecticut,2686,4205,307111
06,16,ID,Idaho,2464,4490,143972
06,11,DC,District Of Columbia,2330,2993,250185
06,35,NM,New Mexico,2311,4124,134552
06,22,LA,Louisiana,2145,3718,123785
06,45,SC,South Carolina,2131,3837,143726
06,40,OK,Oklahoma,2088,3921,107706
06,20,KS,Kansas,1817,3286,109411
06,01,AL,Alabama,1502,2743,86103
06,19,IA,Iowa,1356,2245,78491
06,21,KY,Kentucky,1305,2240,83203
06,05,AR,Arkansas,1233,2246,65814
06,02,AK,Alaska,1215,2237,61275
06,31,NE,Nebraska,1194,2224,76577
06,30,MT,Montana,1134,1874,70522
06,28,MS,Mississippi,1009,1929,53920
06,44,RI,Rhode Island,822,1276,57964
06,33,NH,New Hampshire,732,1089,61564
06,38,ND,North Dakota,672,1238,33765
06,56,WY,Wyoming,574,1018,34765
06,23,ME,Maine,559,806,33287
06,46,SD,South Dakota,521,892,26364
06,10,DE,Delaware,443,707,30836
06,50,VT,Vermont,423,568,22188
06,54,WV,West Virginia,396,644,24135
08,96,CO,CO Total Migration-US and Foreign,119237,205768,10063169
08,97,CO,CO Total Migration-US,117860,202479,9978634
08,98,CO,CO Total Migration-Foreign,1377,3289,84535
08,97,CO,CO Total Migration-Same State,145090,247327,9774552
08,08,CO,CO Non-migrants,2066210,4290922,201072892
08,06,CA,California,15485,26779,1795240
08,48,TX,Texas,12726,24116,1098516
08,12,FL,Florida,7892,13006,599329
08,17,IL,Illinois,5207,8231,590084
08,04,AZ,Arizona,5120,8987,361725
08,36,NY,New York,4688,7033,637100
08,53,WA,Washington,3416,5963,318913
08,51,VA,Virginia,3148,5891,286968
08,37,NC,North Carolina,2859,5233,204219
08,13,GA,Georgia,2795,5331,204911
08,35,NM,New Mexico,2701,4915,164264
08,42,PA,Pennsylvania,2494,3747,195900
08,29,MO,Missouri,2481,4242,163227
08,39,OH,Ohio,2457,3924,178030
08,20,KS,Kansas,2373,4292,144619
08,27,MN,Minnesota,2265,3601,152964
08,26,MI,Michigan,2127,3082,143278
08,55,WI,Wisconsin,2052,3108,138747
08,49,UT,Utah,2032,3780,123487
08,47,TN,Tennessee,1911,3300,123656
08,56,WY,Wyoming,1907,3223,112665
08,41,OR,Oregon,1897,3027,124520
08,32,NV,Nevada,1876,3301,138993
08,25,MA,Massachusetts,1859,2535,182264
08,31,NE,Nebraska,1851,3376,111426
08,40,OK,Oklahoma,1774,3488,141244
08,34,NJ,New Jersey,1654,2662,192330
08,24,MD,Maryland,1650,2836,149644
08,18,IN,Indiana,1637,2636,121676
08,19,IA,Iowa,1475,2367,95746
08,57,FR,Foreign,1377,3289,84535
08,22,LA,Louisiana,1340,2412,70348
08,45,SC,South Carolina,1226,2091,72148
08,15,HI,Hawaii,1111,2299,75917
08,01,AL,Alabama,1026,1935,62243
08,30,MT,Montana,997,1619,54841
08,16,ID,Idaho,874,1580,50261
08,09,CT,Connecticut,868,1271,101224
08,21,KY,Kentucky,841,1546,50469
08,46,SD,South Dakota,772,1316,65224
08,05,AR,Arkansas,756,1446,50243
08,02,AK,Alaska,721,1466,51659
08,11,DC,District Of Columbia,665,871,87853
08,38,ND,North Dakota,628,1097,39934
08,28,MS,Mississippi,574,1071,27148
08,33,NH,New Hampshire,394,570,35292
08,23,ME,Maine,338,479,25891
08,50,VT,Vermont,290,393,19581
08,54,WV,West Virginia,249,409,14205
08,44,RI,Rhode Island,223,341,17758
08,10,DE,Delaware,158,255,10710
09,96,CT,CT Total Migration-US and Foreign,48247,83893,5724414
09,97,CT,CT Total Migration-US,47982,83388,5714850
09,98,CT,CT Total Migration-Foreign,265,505,9564
09,97,CT,CT Total Migration-Same State,33889,55933,2304745
09,09,CT,CT Non-migrants,1391024,2814505,160068978
09,36,NY,New York,18016,32977,3183095
09,25,MA,Massachusetts,5796,9201,460720
09,12,FL,Florida,3794,6334,276726
09,06,CA,California,2326,3788,301193
09,34,NJ,New Jersey,2194,3912,281659
09,44,RI,Rhode Island,1724,2876,106047
09,42,PA,Pennsylvania,1312,2185,109086
09,51,VA,Virginia,1109,2086,90397
09,48,TX,Texas,1058,1978,115222
09,37,NC,North Carolina,1050,1860,61675
09,13,GA,Georgia,727,1303,47273
09,24,MD,Maryland,664,1081,53920
09,17,IL,Illinois,652,1068,65361
09,45,SC,South Carolina,607,1069,33777
09,33,NH,New Hampshire,564,890,44614
09,08,CO,Colorado,494,774,46450
09,39,OH,Ohio,461,764,35210
09,53,WA,Washington,455,829,43131
09,23,ME,Maine,425,645,28121
09,04,AZ,Arizona,409,710,31724
09,26,MI,Michigan,395,675,30498
09,50,VT,Vermont,338,492,23652
09,11,DC,District Of Columbia,333,438,31141
09,47,TN,Tennessee,308,521,19917
09,57,FR,Foreign,265,505,9564
09,29,MO,Missouri,218,398,16853
09,27,MN,Minnesota,212,356,18958
09,18,IN,Indiana,183,301,15091
09,32,NV,Nevada,183,287,11335
09,55,WI,Wisconsin,176,353,14081
09,15,HI,Hawaii,164,363,9351
09,41,OR,Oregon,159,251,12664
09,01,AL,Alabama,142,265,8208
09,22,LA,Louisiana,137,242,7072
09,49,UT,Utah,126,242,8188
09,21,KY,Kentucky,120,186,7501
09,10,DE,Delaware,113,186,8256
09,20,KS,Kansas,103,211,9263
09,19,IA,Iowa,94,160,5810
09,40,OK,Oklahoma,90,174,5946
09,35,NM,New Mexico,80,125,2983
09,54,WV,West Virginia,68,123,3188
09,05,AR,Arkansas,65,103,4255
09,28,MS,Mississippi,57,88,3049
09,16,ID,Idaho,52,102,2449
09,31,NE,Nebraska,48,82,3998
09,02,AK,Alaska,44,108,2216
09,30,MT,Montana,43,74,1892
09,38,ND,North Dakota,32,45,2402
09,46,SD,South Dakota,31,53,4018
09,56,WY,Wyoming,31,54,5214
10,96,DE,DE Total Migration-US and Foreign,20927,38057,1844013
10,97,DE,DE Total Migration-US,20788,37758,1836185
10,98,DE,DE Total Migration-Foreign,139,299,7828
10,97,DE,DE Total Migration-Same State,4485,8583,287384
10,10,DE,DE Non-migrants,367395,754302,29639016
10,42,PA,Pennsylvania,5382,9791,409103
10,24,MD,Maryland,4230,7792,428704
10,34,NJ,New Jersey,2462,4387,227418
10,36,NY,New York,1795,3206,168643
10,12,FL,Florida,988,1738,55969
10,51,VA,Virginia,956,1721,95461
10,06,CA,California,517,891,51539
10,48,TX,Texas,453,917,39567
10,37,NC,North Carolina,450,841,23940
10,13,GA,Georgia,295,569,16441
10,09,CT,Connecticut,241,434,28883
10,45,SC,South Carolina,231,428,15445
10,25,MA,Massachusetts,227,367,19253
10,39,OH,Ohio,194,361,11090
10,11,DC,District Of Columbia,185,265,36237
10,17,IL,Illinois,159,306,16315
10,04,AZ,Arizona,154,279,58892
10,08,CO,Colorado,146,267,10337
10,47,TN,Tennessee,141,268,8340
10,57,FR,Foreign,139,299,7828
10,26,MI,Michigan,109,209,10539
10,53,WA,Washington,107,192,6969
10,29,MO,Missouri,99,208,6846
10,18,IN,Indiana,96,172,7267
10,54,WV,West Virginia,88,155,6376
10,32,NV,Nevada,77,131,8397
10,55,WI,Wisconsin,69,136,5668
10,01,AL,Alabama,65,114,3107
10,40,OK,Oklahoma,59,126,3764
10,27,MN,Minnesota,55,99,3719
10,21,KY,Kentucky,55,109,3103
10,23,ME,Maine,51,84,2921
10,44,RI,Rhode Island,49,73,2678
10,15,HI,Hawaii,48,96,2793
10,22,LA,Louisiana,47,91,3003
10,41,OR,Oregon,45,62,2544
10,33,NH,New Hampshire,45,76,3418
10,19,IA,Iowa,42,78,2106
10,20,KS,Kansas,41,69,4829
10,28,MS,Mississippi,41,79,2527
10,49,UT,Utah,38,84,3440
10,02,AK,Alaska,38,90,2122
10,05,AR,Arkansas,37,66,2314
10,35,NM,New Mexico,36,66,2060
10,50,VT,Vermont,28,48,1977
10,38,ND,North Dakota,28,59,1191
10,16,ID,Idaho,22,41,896
10,31,NE,Nebraska,21,39,1963
10,30,MT,Montana,16,26,678
10,56,WY,Wyoming,15,32,4577
10,46,SD,South Dakota,15,20,816
11,96,DC,DC Total Migration-US and Foreign,28237,38423,2326600
11,97,DC,DC Total Migration-US,27909,37774,2286631
11,98,DC,DC Total Migration-Foreign,328,649,39969
11,11,DC,DC Non-migrants,263182,444616,32524362
11,24,MD,Maryland,7750,12084,525830
11,51,VA,Virginia,5802,7301,537573
11,36,NY,New York,2153,2668,218913
11,06,CA,California,1653,2138,214156
11,12,FL,Florida,989,1320,27004
11,25,MA,Massachusetts,885,1065,69668
11,42,PA,Pennsylvania,853,1002,58044
11,48,TX,Texas,752,1010,74627
11,37,NC,North Carolina,690,943,45536
11,17,IL,Illinois,623,764,59834
11,34,NJ,New Jersey,605,757,54047
11,13,GA,Georgia,557,751,42245
11,39,OH,Ohio,376,480,32215
11,53,WA,Washington,342,464,35842
11,57,FR,Foreign,328,649,39969
11,26,MI,Michigan,316,372,18979
11,09,CT,Connecticut,315,377,33553
11,08,CO,Colorado,307,414,24565
11,47,TN,Tennessee,227,266,14823
11,45,SC,South Carolina,207,273,15847
11,27,MN,Minnesota,199,240,14692
11,18,IN,Indiana,179,215,10041
11,22,LA,Louisiana,169,250,10299
11,29,MO,Missouri,163,217,14774
11,55,WI,Wisconsin,160,188,14968
11,04,AZ,Arizona,158,205,10902
11,41,OR,Oregon,116,146,7436
11,01,AL,Alabama,115,168,8651
11,10,DE,Delaware,101,124,7125
11,21,KY,Kentucky,97,125,5702
11,15,HI,Hawaii,85,137,7870
11,44,RI,Rhode Island,82,95,5435
11,33,NH,New Hampshire,78,85,5532
11,32,NV,Nevada,74,104,6885
11,35,NM,New Mexico,69,106,7383
11,54,WV,West Virginia,65,102,4592
11,40,OK,Oklahoma,64,79,4282
11,19,IA,Iowa,62,81,5063
11,49,UT,Utah,56,94,5279
11,20,KS,Kansas,56,87,4532
11,50,VT,Vermont,55,70,2965
11,28,MS,Mississippi,52,68,3485
11,23,ME,Maine,46,54,2762
11,31,NE,Nebraska,42,48,2815
11,05,AR,Arkansas,41,64,2156
11,02,AK,Alaska,32,57,2177
11,46,SD,South Dakota,26,36,1687
11,30,MT,Montana,25,32,1140
11,38,ND,North Dakota,20,24,1302
11,16,ID,Idaho,20,24,1399
11,56,WY,Wyoming,-1,-1,-1
12,96,FL,FL Total Migration-US and Foreign,342653,635103,41403563
12,97,FL,FL Total Migration-US,337589,623700,41125039
12,98,FL,FL Total Migration-Foreign,5064,11403,278524
12,97,FL,FL Total Migration-Same State,359463,650868,22307426
12,12,FL,FL Non-migrants,7902463,15730788,656859077
12,36,NY,New York,41024,71845,6402038
12,13,GA,Georgia,22274,43264,1897416
12,06,CA,California,18390,33359,2940996
12,34,NJ,New Jersey,18208,33621,2935971
12,48,TX,Texas,18071,34559,1569553
12,17,IL,Illinois,15511,28528,3068843
12,42,PA,Pennsylvania,15243,27599,1877792
12,51,VA,Virginia,13951,27123,1546132
12,37,NC,North Carolina,13949,26404,1138261
12,39,OH,Ohio,13286,24225,1545188
12,25,MA,Massachusetts,11076,19019,1470132
12,26,MI,Michigan,10939,19571,1208685
12,47,TN,Tennessee,9040,17013,643862
12,24,MD,Maryland,9027,16525,1412824
12,09,CT,Connecticut,8237,15025,1510605
12,08,CO,Colorado,8061,14714,696928
12,18,IN,Indiana,7727,14374,800929
12,45,SC,South Carolina,6990,12977,503474
12,01,AL,Alabama,6902,13551,517167
12,29,MO,Missouri,5130,9794,766794
12,57,FR,Foreign,5064,11403,278524
12,55,WI,Wisconsin,5042,9094,631183
12,21,KY,Kentucky,4984,9335,749342
12,53,WA,Washington,4731,9249,449436
12,27,MN,Minnesota,4363,7996,659517
12,04,AZ,Arizona,4243,7653,390453
12,32,NV,Nevada,3386,5930,267534
12,22,LA,Louisiana,3329,6452,261360
12,33,NH,New Hampshire,2727,4969,297194
12,28,MS,Mississippi,2336,4577,139814
12,23,ME,Maine,2220,3811,200214
12,44,RI,Rhode Island,2161,3828,223303
12,20,KS,Kansas,2140,4140,194818
12,40,OK,Oklahoma,2043,4145,167960
12,19,IA,Iowa,1940,3628,227045
12,41,OR,Oregon,1878,3322,146340
12,54,WV,West Virginia,1752,3273,158234
12,05,AR,Arkansas,1625,3244,137195
12,49,UT,Utah,1549,3226,116243
12,15,HI,Hawaii,1541,3225,123228
12,35,NM,New Mexico,1448,2753,91786
12,10,DE,Delaware,1437,2588,128792
12,31,NE,Nebraska,1408,2677,359822
12,11,DC,District Of Columbia,1215,1763,157259
12,50,VT,Vermont,1085,1778,95975
12,02,AK,Alaska,855,1757,53775
12,46,SD,South Dakota,706,1343,57221
12,16,ID,Idaho,701,1469,48332
12,38,ND,North Dakota,642,1270,44574
12,30,MT,Montana,599,1129,48108
12,56,WY,Wyoming,467,986,45390
13,96,GA,GA Total Migration-US and Foreign,140873,277629,9572367
13,97,GA,GA Total Migration-US,139003,273218,9469805
13,98,GA,GA Total Migration-Foreign,1870,4411,102562
13,97,GA,GA Total Migration-Same State,237575,474594,13644294
13,13,GA,GA Non-migrants,3402716,7484900,267672692
13,12,FL,Florida,24686,47719,1452513
13,36,NY,New York,9079,16723,774407
13,06,CA,California,8898,17131,788336
13,48,TX,Texas,8513,17822,632899
13,37,NC,North Carolina,7891,15173,482030
13,01,AL,Alabama,7830,15636,433366
13,47,TN,Tennessee,7552,14664,443882
13,45,SC,South Carolina,7531,14359,472910
13,51,VA,Virginia,5332,10677,430341
13,17,IL,Illinois,4163,8140,356585
13,39,OH,Ohio,3467,6685,221894
13,34,NJ,New Jersey,3448,6854,294209
13,42,PA,Pennsylvania,3352,6549,225592
13,24,MD,Maryland,3008,5859,209050
13,26,MI,Michigan,2699,5214,161906
13,08,CO,Colorado,2619,5483,173592
13,53,WA,Washington,2099,4695,153874
13,22,LA,Louisiana,2077,4170,103110
13,57,FR,Foreign,1870,4411,102562
13,28,MS,Mississippi,1843,3708,98562
13,18,IN,Indiana,1839,3611,100585
13,25,MA,Massachusetts,1805,3164,150357
13,29,MO,Missouri,1658,3279,110722
13,04,AZ,Arizona,1645,3292,109654
13,21,KY,Kentucky,1534,3165,89826
13,09,CT,Connecticut,1336,2683,119469
13,55,WI,Wisconsin,1228,2449,107593
13,27,MN,Minnesota,1040,2075,80557
13,20,KS,Kansas,999,2272,62205
13,32,NV,Nevada,933,1754,50822
13,40,OK,Oklahoma,889,1828,49587
13,15,HI,Hawaii,778,1908,46015
13,05,AR,Arkansas,717,1484,46094
13,41,OR,Oregon,652,1288,61065
13,11,DC,District Of Columbia,590,820,61896
13,49,UT,Utah,576,1323,37114
13,19,IA,Iowa,571,1134,35982
13,02,AK,Alaska,499,1176,27601
13,54,WV,West Virginia,440,842,22191
13,35,NM,New Mexico,438,878,27982
13,10,DE,Delaware,408,785,21883
13,31,NE,Nebraska,376,813,24961
13,33,NH,New Hampshire,338,677,23755
13,44,RI,Rhode Island,278,517,16965
13,38,ND,North Dakota,256,503,13330
13,23,ME,Maine,241,476,14359
13,16,ID,Idaho,230,548,10547
13,30,MT,Montana,193,376,10568
13,46,SD,South Dakota,153,313,8028
13,56,WY,Wyoming,145,307,9135
13,50,VT,Vermont,131,217,9898
15,96,HI,HI Total Migration-US and Foreign,26183,52357,1960322
15,97,HI,HI Total Migration-US,24974,49439,1878386
15,98,HI,HI Total Migration-Foreign,1209,2918,81936
15,97,HI,HI Total Migration-Same State,3094,5369,173157
15,15,HI,HI Non-migrants,560646,1127908,41730613
15,06,CA,California,5829,10667,589843
15,48,TX,Texas,1872,4205,125571
15,53,WA,Washington,1762,3566,134201
15,12,FL,Florida,1308,2506,79664
15,57,FR,Foreign,1209,2918,81936
15,51,VA,Virginia,1120,2756,96434
15,08,CO,Colorado,927,1795,62120
15,41,OR,Oregon,889,1589,54193
15,36,NY,New York,877,1476,62895
15,32,NV,Nevada,852,1651,52253
15,04,AZ,Arizona,736,1401,46058
15,37,NC,North Carolina,732,1710,42668
15,13,GA,Georgia,709,1568,48965
15,24,MD,Maryland,519,1088,46005
15,17,IL,Illinois,464,810,35643
15,49,UT,Utah,379,899,22643
15,45,SC,South Carolina,359,771,20441
15,02,AK,Alaska,356,774,24334
15,42,PA,Pennsylvania,336,591,21120
15,39,OH,Ohio,322,616,19269
15,47,TN,Tennessee,320,691,16051
15,26,MI,Michigan,309,531,16078
15,34,NJ,New Jersey,308,558,20426
15,29,MO,Missouri,281,556,16898
15,25,MA,Massachusetts,264,410,34659
15,01,AL,Alabama,247,576,14584
15,20,KS,Kansas,221,550,15322
15,27,MN,Minnesota,216,352,13115
15,09,CT,Connecticut,203,374,15840
15,18,IN,Indiana,195,339,11055
15,40,OK,Oklahoma,180,403,11198
15,55,WI,Wisconsin,179,294,10613
15,21,KY,Kentucky,178,440,9292
15,35,NM,New Mexico,177,338,10314
15,16,ID,Idaho,176,345,9017
15,22,LA,Louisiana,158,321,8287
15,31,NE,Nebraska,111,213,6382
15,19,IA,Iowa,105,198,6666
